study,ratio,mode,mode_label,config,run_idx,prompt_len,new_tokens,batch_size,prefill_time_s,decode_time_s,prefill_tok_s,decode_tok_s,decode_ms_per_token,total_time_s
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok1024,1,512,1024,1,0.1406178988981992,16.499535254901275,3641.072751134364,62.06235413181201,16.112827397364526,16.640153153799474
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok1024,2,512,1024,1,0.14074970199726522,16.51550793205388,3637.6631192437494,62.002331639621254,16.128425714896366,16.656257634051144
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok2048,1,512,2048,1,0.14105199091136456,33.411502374801785,3629.867233293679,61.29625591289054,16.314210143946184,33.55255436571315
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok2048,2,512,2048,1,0.14102202584035695,33.3772751421202,3630.6385257832435,61.35911308756125,16.297497627988378,33.518297167960554
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok4096,1,512,4096,1,0.14202766283415258,68.52820357098244,3604.931530823461,59.77101086207969,16.730518449946885,68.6702312338166
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok4096,2,512,4096,1,0.14164796192198992,68.60863686399534,3614.5948946443355,59.70093835444662,16.750155484373863,68.75028482591733
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok8192,1,512,8192,1,0.14283676608465612,143.16632845601998,3584.5112853965707,57.2201584572768,17.476358454104002,143.30916522210464
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok8192,2,512,8192,1,0.14299402688629925,143.06206741486676,3580.569140885258,57.26185947141361,17.463631276228853,143.20506144175306
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok16384,1,512,16384,1,0.14526695501990616,311.6685905260965,3524.5455508435475,52.56865946081962,19.02274112097757,311.81385748111643
decode_sweep,0.7,flashsvd,FlashSVD-v1.5,tok16384,2,512,16384,1,0.14514884515665472,311.91082258103415,3527.4135281435692,52.52783428424787,19.037525792299448,312.0559714261908
stage,0.6,static,StaticCache,ctx4096,1,4096,128,1,0.963862668024376,3.8959959999192506,4249.568051427439,32.85424317752199,30.437468749369145,4.859858667943627
stage,0.6,static,StaticCache,ctx4096,2,4096,128,1,0.9640832860022783,3.8963838471099734,4248.595592798525,32.85097285652187,30.440498805546667,4.860467133112252
stage,0.6,static,StaticCache,ctx4096,3,4096,128,1,0.9640476601198316,3.897454875987023,4248.752597450281,32.841945339414416,30.448866218648618,4.861502536106855
stage,0.6,static,StaticCache,ctx4096,4,4096,128,1,0.9641068789642304,3.8975148668978363,4248.4916240826515,32.84143983314155,30.449334897639346,4.861621745862067
stage,0.6,static,StaticCache,ctx4096,5,4096,128,1,0.9640833751764148,3.9028247299138457,4248.59519981919,32.796758465457806,30.49081820245192,4.8669081050902605
stage,0.6,static,StaticCache,ctx8192,1,8192,128,1,2.152711003087461,4.024345288053155,3805.434165687299,31.806415910679018,31.440197562915273,6.177056291140616
stage,0.6,static,StaticCache,ctx8192,2,8192,128,1,2.15289438306354,4.024003666127101,3805.11002511089,31.80911614904007,31.437528641617973,6.1768980491906404
stage,0.6,static,StaticCache,ctx8192,3,8192,128,1,2.1530403019860387,4.02320131403394,3804.852139759491,31.81545988104143,31.43126026589016,6.176241616019979
stage,0.6,static,StaticCache,ctx8192,4,8192,128,1,2.1529852298554033,4.078391838120297,3804.949465700786,31.3849196155204,31.862436235314817,6.2313770679757
stage,0.6,static,StaticCache,ctx8192,5,8192,128,1,2.153412248007953,4.054596937960014,3804.1949503993646,31.569105871322574,31.676538577812607,6.208009185967967
decode_sweep,0.6,static,StaticCache,tok64,1,512,64,1,0.13404650101438165,2.010671328054741,3819.5700456595155,31.830164933976512,31.41673950085533,2.1447178290691227
decode_sweep,0.6,static,StaticCache,tok64,2,512,64,1,0.13394321012310684,2.012198739917949,3822.5155237762497,31.806003418235775,31.44060531121795,2.1461419500410557
decode_sweep,0.6,static,StaticCache,tok128,1,512,128,1,0.13452125806361437,4.02556601096876,3806.08988772524,31.79677085190725,31.449734460693435,4.160087269032374
decode_sweep,0.6,static,StaticCache,tok128,2,512,128,1,0.13446422293782234,4.036603861022741,3807.7043009184245,31.70982449775715,31.53596766424016,4.171068083960563
decode_sweep,0.6,static,StaticCache,tok256,1,512,256,1,0.134757213992998,8.067653693957254,3799.4255359613144,31.73165454433751,31.514272242020525,8.202410907950252
decode_sweep,0.6,static,StaticCache,tok256,2,512,256,1,0.1347486989106983,8.039418247062713,3799.665630458641,31.843100101618962,31.403977527588722,8.174166945973411
decode_sweep,0.6,static,StaticCache,tok512,1,512,512,1,0.13645733706653118,16.071090643992648,3752.08846227425,31.85844765248617,31.38884891404814,16.20754798105918
decode_sweep,0.6,static,StaticCache,tok512,2,512,512,1,0.1363522531464696,16.070439785020426,3754.9801208639333,31.859737931829674,31.38757770511802,16.206792038166896
decode_sweep,0.6,static,StaticCache,tok1024,1,512,1024,1,0.13875833014026284,30.884900520090014,3689.8685612780764,33.15536015192629,30.161035664150404,31.023658850230277
decode_sweep,0.6,static,StaticCache,tok1024,2,512,1024,1,0.13872813316993415,30.857610607985407,3690.671735435442,33.18468215212382,30.13438535936075,30.99633874115534
decode_sweep,0.6,static,StaticCache,tok2048,1,512,2048,1,0.14385864487849176,61.8535259750206,3559.0492349796136,33.11048105530928,30.20191697999053,61.997384619899094
decode_sweep,0.6,static,StaticCache,tok2048,2,512,2048,1,0.1438928481657058,61.982123082038015,3558.20325003495,33.04178524651886,30.264708536151375,62.12601593020372
decode_sweep,0.6,static,StaticCache,tok4096,1,512,4096,1,0.15434141899459064,123.14297192683443,3317.320803030485,33.262149970147256,30.064202130574813,123.29731334582902
decode_sweep,0.6,static,StaticCache,tok4096,2,512,4096,1,0.15407477598637342,121.81160705722868,3323.061784268192,33.625695440301065,29.739161879206222,121.96568183321506
decode_sweep,0.6,static,StaticCache,tok8192,1,512,8192,1,0.1738691891077906,263.2725976521615,2944.7425540276977,31.116037419220348,32.13776826808612,263.4464668412693
decode_sweep,0.6,static,StaticCache,tok8192,2,512,8192,1,0.17330451495945454,263.183647549944,2954.33734152734,31.126553933961326,32.12691010131152,263.35695206490345
decode_sweep,0.6,static,StaticCache,tok16384,1,512,16384,1,0.2127959900535643,754.8141245990992,2406.0603767539087,21.706006109387467,46.070198034612986,755.0269205891527
decode_sweep,0.6,static,StaticCache,tok16384,2,512,16384,1,0.21298017888329923,754.7778698401526,2403.9795753977005,21.70704872874693,46.067985219735874,754.9908500190359
stage,0.6,densekv,DenseKVCacheBaseline,ctx4096,1,4096,128,1,0.8786620448809117,3.294165066909045,4661.633017908661,38.856583504512706,25.735664585226914,4.172827111789957
stage,0.6,densekv,DenseKVCacheBaseline,ctx4096,2,4096,128,1,0.8786910178605467,3.2924808841198683,4661.479310409952,38.87645957714236,25.72250690718647,4.171171901980415
stage,0.6,densekv,DenseKVCacheBaseline,ctx4096,3,4096,128,1,0.8784990028943866,3.3070018920116127,4662.498177578947,38.70575348299514,25.835952281340724,4.185500894905999
stage,0.6,densekv,DenseKVCacheBaseline,ctx4096,4,4096,128,1,0.8787490958347917,3.304088436998427,4661.171225569106,38.739883160113166,25.81319091405021,4.182837532833219
stage,0.6,densekv,DenseKVCacheBaseline,ctx4096,5,4096,128,1,0.8786065618041903,3.306365826865658,4661.927395111864,38.713199537674996,25.830983022387954,4.184972388669848
stage,0.6,densekv,DenseKVCacheBaseline,ctx8192,1,8192,128,1,1.8002176159061491,3.273163401056081,4550.560958640833,39.10589980283325,25.571589070750633,5.07338101696223
stage,0.6,densekv,DenseKVCacheBaseline,ctx8192,2,8192,128,1,1.7996456588152796,3.266996283084154,4552.007202013788,39.17972011867847,25.523408461594954,5.066641941899434
stage,0.6,densekv,DenseKVCacheBaseline,ctx8192,3,8192,128,1,1.7997109091375023,3.2713971161283553,4551.842164431816,39.12701376697608,25.557789969752776,5.071108025265858
stage,0.6,densekv,DenseKVCacheBaseline,ctx8192,4,8192,128,1,1.799507352989167,3.2937033630441874,4552.357058387255,38.86203033223268,25.732057523782714,5.093210716033354
stage,0.6,densekv,DenseKVCacheBaseline,ctx8192,5,8192,128,1,1.799747046083212,3.2955244379118085,4551.750768436177,38.840555550881156,25.746284671186004,5.09527148399502
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok64,1,512,64,1,0.13310669618658721,1.6535388850606978,3846.5382634265457,38.704865412131326,25.836545079073403,1.786645581247285
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok64,2,512,64,1,0.13307340489700437,1.6507051489315927,3847.500561034534,38.77130936522707,25.792267952056136,1.783778553828597
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok128,1,512,128,1,0.13248654105700552,3.3090803218074143,3864.543491853257,38.68144244080682,25.852190014120424,3.44156686286442
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok128,2,512,128,1,0.13245585304684937,3.2960923470091075,3865.43884790736,38.833863412882806,25.750721461008652,3.428548200055957
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok256,1,512,256,1,0.13303213799372315,6.597599540837109,3848.6940653705624,38.8019913023576,25.771873206394957,6.730631678830832
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok256,2,512,256,1,0.13303983304649591,6.584077188977972,3848.4714560718203,38.88168267962517,25.719051519445202,6.717117022024468
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok512,1,512,512,1,0.13322318205609918,13.245003818068653,3843.1749797448992,38.65608549704883,25.86914808216534,13.378227000124753
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok512,2,512,512,1,0.13323501404374838,13.209032665006816,3842.8336850843298,38.76135467182114,25.79889192384144,13.342267679050565
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok1024,1,512,1024,1,0.1333979549817741,26.57235839194618,3838.1397980947577,38.53628589889726,25.949568742134943,26.705756346927956
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok1024,2,512,1024,1,0.1333966520614922,26.435434804996476,3838.177286218413,38.735886417364966,25.81585430175437,26.568831457057968
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok2048,1,512,2048,1,0.13367851311340928,52.60077289119363,3830.084492080136,38.93478911871415,25.68397113827814,52.73445140430704
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok2048,2,512,2048,1,0.13370859902352095,52.57443997915834,3829.2226808085325,38.954290351202445,25.67111327107341,52.70814857818186
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok4096,1,512,4096,1,0.1342976181767881,105.5641870778054,3812.428000964307,38.801037675599865,25.772506610792334,105.69848469598219
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok4096,2,512,4096,1,0.13427280099131167,105.53419772698544,3813.1326390750555,38.812063655387405,25.765184991939805,105.66847052797675
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok8192,1,512,8192,1,0.1354853119701147,211.15278518595733,3779.0074256384096,38.79655195069057,25.77548647289518,211.28827049792744
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok8192,2,512,8192,1,0.1353536790702492,211.1070717771072,3782.6825507585177,38.804953008155714,25.769906222791406,211.24242545617744
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok16384,1,512,16384,1,0.13773607090115547,422.83405680791475,3717.254286768716,38.748061411342114,25.807742725092453,422.9717928788159
decode_sweep,0.6,densekv,DenseKVCacheBaseline,tok16384,2,512,16384,1,0.1375117260031402,422.4528303691186,3723.3188389207476,38.783028120996285,25.7844745098339,422.59034209512174
stage,0.6,flashsvd,FlashSVD-v1.5,ctx4096,1,4096,128,1,0.8319326159544289,1.9411238548345864,4923.475677535364,65.9411812807316,15.165030115895206,2.7730564707890153
stage,0.6,flashsvd,FlashSVD-v1.5,ctx4096,2,4096,128,1,0.8319501290097833,1.9434838760644197,4923.372035382945,65.86110724993596,15.18346778175328,2.775434005074203
stage,0.6,flashsvd,FlashSVD-v1.5,ctx4096,3,4096,128,1,0.8320253679994494,1.943297082092613,4922.926821147971,65.86743796381609,15.182008453848539,2.7753224500920624
stage,0.6,flashsvd,FlashSVD-v1.5,ctx4096,4,4096,128,1,0.8320751700084656,1.942725975997746,4922.632170310198,65.8868011142239,15.17754668748239,2.7748011460062116
stage,0.6,flashsvd,FlashSVD-v1.5,ctx4096,5,4096,128,1,0.8322001500055194,1.9406544771045446,4921.892888354843,65.95713018990168,15.161363102379255,2.772854627110064
stage,0.6,flashsvd,FlashSVD-v1.5,ctx8192,1,8192,128,1,1.70551424799487,2.09136113896966,4803.243367583195,61.204159154961204,16.338758898200467,3.7968753869645298
stage,0.6,flashsvd,FlashSVD-v1.5,ctx8192,2,8192,128,1,1.7055344539694488,2.0928801060654223,4803.1864621286295,61.159738500566924,16.35062582863611,3.798414560034871
stage,0.6,flashsvd,FlashSVD-v1.5,ctx8192,3,8192,128,1,1.7056563198566437,2.0935090691782534,4802.843283627336,61.141363982838016,16.355539602955105,3.799165389034897
stage,0.6,flashsvd,FlashSVD-v1.5,ctx8192,4,8192,128,1,1.7053845869377255,2.093279975000769,4803.608560055048,61.148055457776486,16.353749804693507,3.7986645619384944
stage,0.6,flashsvd,FlashSVD-v1.5,ctx8192,5,8192,128,1,1.7051356979645789,2.0912244459614158,4804.30971551343,61.20815976840473,16.33769098407356,3.7963601439259946
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok64,1,512,64,1,0.12539505190216005,0.8925354299135506,4083.095722146117,71.70583693937945,13.945866092399228,1.0179304818157107
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok64,2,512,64,1,0.1254632279742509,0.8933444449212402,4080.8769889539176,71.64089995056993,13.958506951894378,1.0188076728954911
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok128,1,512,128,1,0.12533219601027668,1.7867592119146138,4085.1434531476516,71.63808035602108,13.95905634308292,1.9120914079248905
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok128,2,512,128,1,0.1252367589622736,1.7852698189672083,4088.2565489756503,71.69784569261857,13.947420460681315,1.9105065779294819
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok256,1,512,256,1,0.12553722504526377,3.6184843168593943,4078.4715435233893,70.74785395841955,14.134704362732009,3.744021541904658
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok256,2,512,256,1,0.1254670440685004,3.6269776939880103,4080.7528686215546,70.58218208078294,14.167881617140665,3.7524447380565107
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok512,1,512,512,1,0.1257203130517155,7.272725478047505,4072.5320162811477,70.40001737250444,14.204541949311533,7.3984457910992205
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok512,2,512,512,1,0.12575550796464086,7.264320133021101,4071.3922458486745,70.48147529630806,14.188125259806839,7.390075640985742
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok1024,1,512,1024,1,0.1256974709685892,14.683293080190197,4073.27208777291,69.7391242146844,14.339153398623239,14.808990551158786
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok1024,2,512,1024,1,0.12578227813355625,14.681115474086255,4070.525733810894,69.7494684111347,14.337026830162358,14.806897752219811
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok2048,1,512,2048,1,0.12607753300108016,29.732463704887778,4060.993166765196,68.88093836849872,14.517804543402235,29.858541237888858
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok2048,2,512,2048,1,0.12596392282284796,29.76287452597171,4064.6558834156194,68.81055787178326,14.532653577134624,29.88883844879456
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok4096,1,512,4096,1,0.12672359705902636,61.35106712183915,4040.2893532253224,66.76330489680996,14.978287871542761,61.47779071889818
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok4096,2,512,4096,1,0.12674489594064653,61.35371390799992,4039.6104016667064,66.76042474204519,14.978934059570292,61.480458803940564
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok8192,1,512,8192,1,0.12777997902594507,128.51549196615815,4006.8874944488844,63.74328786880566,15.687926265400165,128.6432719451841
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok8192,2,512,8192,1,0.1277679370250553,128.64406444714405,4007.2651396069487,63.67958005062756,15.703621148333013,128.7718323841691
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok16384,1,512,16384,1,0.12999350018799305,282.8969705188647,3938.6584656891273,57.91507759856852,17.26666079827055,283.0269640190527
decode_sweep,0.6,flashsvd,FlashSVD-v1.5,tok16384,2,512,16384,1,0.13029982591979206,282.5778003889136,3929.398956489543,57.9804923721913,17.247180199518652,282.7081002148334
stage,0.5,static,StaticCache,ctx4096,1,4096,128,1,0.36939489701762795,3.927615833003074,11088.404396134725,32.58974539323277,30.684498695336515,4.297010730020702
stage,0.5,static,StaticCache,ctx4096,2,4096,128,1,0.3689003430772573,3.918740860885009,11103.269695637533,32.66355305032659,30.615162975664134,4.2876412039622664
stage,0.5,static,StaticCache,ctx4096,3,4096,128,1,0.36876755696721375,3.91681663505733,11107.267769664904,32.67959976842941,30.60012996138539,4.285584192024544
stage,0.5,static,StaticCache,ctx4096,4,4096,128,1,0.36875864188186824,3.9107452938333154,11107.53629826024,32.730334087939106,30.552697608072776,4.279503935715184
stage,0.5,static,StaticCache,ctx4096,5,4096,128,1,0.36900463490746915,3.9097129970323294,11100.131577011505,32.73897600595197,30.544632789315074,4.278717631939799
stage,0.5,static,StaticCache,ctx8192,1,8192,128,1,0.9290094031020999,3.9074046909809113,8817.994707745367,32.758316612418,30.52659914828837,4.836414094083011
stage,0.5,static,StaticCache,ctx8192,2,8192,128,1,0.9288307630922645,3.9173645980190486,8819.690653577389,32.675028529314744,30.604410922023817,4.846195361111313
stage,0.5,static,StaticCache,ctx8192,3,8192,128,1,0.9288897919468582,3.9267956281546503,8819.130182096635,32.596552538221104,30.678090844958206,4.8556854201015085
stage,0.5,static,StaticCache,ctx8192,4,8192,128,1,0.9288921561092138,3.9298221219796687,8819.107736158805,32.5714487900331,30.701735327966162,4.858714278088883
stage,0.5,static,StaticCache,ctx8192,5,8192,128,1,0.9291238440200686,3.9233846138231456,8816.908588370117,32.62489217830476,30.651442295493325,4.852508457843214
decode_sweep,0.5,static,StaticCache,tok64,1,512,64,1,0.046625600196421146,1.9588629079516977,10981.091886068627,32.67201586195849,30.607232936745277,2.005488508148119
decode_sweep,0.5,static,StaticCache,tok64,2,512,64,1,0.0466535110026598,1.9620559588074684,10974.522367047788,32.618845406885846,30.657124356366694,2.008709469810128
decode_sweep,0.5,static,StaticCache,tok128,1,512,128,1,0.04712216812185943,3.9032230030279607,10865.374417322048,32.79341198304653,30.493929711155943,3.95034517114982
decode_sweep,0.5,static,StaticCache,tok128,2,512,128,1,0.04715101094916463,3.8980861101299524,10858.727940149734,32.836627099480054,30.453797735390253,3.945237121079117
decode_sweep,0.5,static,StaticCache,tok256,1,512,256,1,0.047775465063750744,7.805977332172915,10716.797823250829,32.79538091212192,30.49209895380045,7.853752797236666
decode_sweep,0.5,static,StaticCache,tok256,2,512,256,1,0.04775956505909562,7.8096234309487045,10720.365634956544,32.780069649133054,30.506341527143377,7.8573829960078
decode_sweep,0.5,static,StaticCache,tok512,1,512,512,1,0.049088901840150356,15.615264783147722,10430.056098367015,32.7884289578336,30.498564029585395,15.664353684987873
decode_sweep,0.5,static,StaticCache,tok512,2,512,512,1,0.04911489109508693,15.654855993809178,10424.537010756325,32.70550685375029,30.57589061290855,15.703970884904265
decode_sweep,0.5,static,StaticCache,tok1024,1,512,1024,1,0.051543499110266566,31.311322203138843,9933.35743280996,32.7038249409138,30.577463089002777,31.36286570224911
decode_sweep,0.5,static,StaticCache,tok1024,2,512,1024,1,0.05144284316338599,31.39671752997674,9952.793596066473,32.614874437823396,30.66085696286791,31.448160373140126
decode_sweep,0.5,static,StaticCache,tok2048,1,512,2048,1,0.05649663298390806,62.437240212922916,9062.486965299915,32.800937277431366,30.486933697716267,62.493736845906824
decode_sweep,0.5,static,StaticCache,tok2048,2,512,2048,1,0.056480213068425655,62.4062135219574,9065.121609575253,32.8172450212737,30.47178394626826,62.46269373502582
decode_sweep,0.5,static,StaticCache,tok4096,1,512,4096,1,0.06651403591968119,125.07134916307405,7697.6234101666,32.74930691488294,30.534997354266125,125.13786319899373
decode_sweep,0.5,static,StaticCache,tok4096,2,512,4096,1,0.0664191311225295,125.15944601292722,7708.622370495427,32.72625543242609,30.55650537424981,125.22586514404975
decode_sweep,0.5,static,StaticCache,tok8192,1,512,8192,1,0.08581283409148455,250.82972957286984,5966.473493395637,32.65960543811893,30.618863473250713,250.91554240696132
decode_sweep,0.5,static,StaticCache,tok8192,2,512,8192,1,0.08585179410874844,251.70534258102998,5963.765874845315,32.54599173779078,30.725749826785886,251.79119437513873
decode_sweep,0.5,static,StaticCache,tok16384,1,512,16384,1,0.1252794498577714,728.4249970410019,4086.8634128044855,22.492363752692263,44.45953351080334,728.5502764908597
decode_sweep,0.5,static,StaticCache,tok16384,2,512,16384,1,0.12541716499254107,728.3050478028599,4082.3758058193243,22.496068164606317,44.452212390311274,728.4304649678525
stage,0.5,densekv,DenseKVCacheBaseline,ctx4096,1,4096,128,1,0.28396834596060216,3.405013659968972,14424.14289573064,37.59162599105884,26.601669218507595,3.6889820059295744
stage,0.5,densekv,DenseKVCacheBaseline,ctx4096,2,4096,128,1,0.2842201211024076,3.407072104047984,14411.365332309344,37.568914332021805,26.617750812874874,3.6912922251503915
stage,0.5,densekv,DenseKVCacheBaseline,ctx4096,3,4096,128,1,0.2836500168778002,3.3919492051936686,14440.330535092495,37.73641415502613,26.499603165575536,3.675599222071469
stage,0.5,densekv,DenseKVCacheBaseline,ctx4096,4,4096,128,1,0.2846370409242809,3.39385903486982,14390.256400570217,37.71517870509014,26.514523709920468,3.6784960757941008
stage,0.5,densekv,DenseKVCacheBaseline,ctx4096,5,4096,128,1,0.2846947479993105,3.3694777260534465,14387.339523417973,37.98808314127721,26.32404473479255,3.654172474052757
stage,0.5,densekv,DenseKVCacheBaseline,ctx8192,1,8192,128,1,0.5821044950280339,3.3542248371522874,14073.074628302737,38.16082886938226,26.204881540252245,3.936329332180321
stage,0.5,densekv,DenseKVCacheBaseline,ctx8192,2,8192,128,1,0.5838825809769332,3.351650789147243,14030.218175533535,38.19013616050582,26.184771790212835,3.935533370124176
stage,0.5,densekv,DenseKVCacheBaseline,ctx8192,3,8192,128,1,0.5819307840429246,3.352652512025088,14077.27555343719,38.178725513872216,26.192597750196,3.9345832960680127
stage,0.5,densekv,DenseKVCacheBaseline,ctx8192,4,8192,128,1,0.581756962928921,3.3637289518956095,14081.481653019593,38.05300659789082,26.27913243668445,3.9454859148245305
stage,0.5,densekv,DenseKVCacheBaseline,ctx8192,5,8192,128,1,0.5825637730304152,3.3651796320918947,14061.979785296919,38.03660249792711,26.290465875717928,3.94774340512231
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok64,1,512,64,1,0.04539393284358084,1.6854736460372806,11279.04034585983,37.971522218974165,26.33552571933251,1.7308675788808614
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok64,2,512,64,1,0.04537751292809844,1.6847086930647492,11283.121682126432,37.98876343635051,26.323573329136707,1.7300862059928477
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok128,1,512,128,1,0.04535806714557111,3.35378237022087,11287.958950208333,38.16586345510854,26.201424767350545,3.399140437366441
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok128,2,512,128,1,0.04538174089975655,3.3440153889823705,11282.070494628086,38.27733581063218,26.12512022642477,3.389397129882127
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok256,1,512,256,1,0.04536558105610311,6.731207745848224,11286.089323242995,38.03180791112852,26.293780257219623,6.776573326904327
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok256,2,512,256,1,0.045345493825152516,6.723103960044682,11291.088856022132,38.07765007374638,26.26212484392454,6.7684494538698345
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok512,1,512,512,1,0.045501451939344406,13.471004036953673,11252.38818054686,38.00756043094346,26.310554759675142,13.516505488893017
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok512,2,512,512,1,0.045515719102695584,13.435376073932275,11248.861054898234,38.10834897233714,26.240968894398975,13.48089179303497
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok1024,1,512,1024,1,0.04615534096956253,26.908093128120527,11092.974057707472,38.055465139217176,26.277434695430202,26.95424846909009
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok1024,2,512,1024,1,0.045684780925512314,26.91092660999857,11207.23334177307,38.05145823628161,26.280201767576727,26.95661139092408
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok2048,1,512,2048,1,0.04598707985132933,54.02679132693447,11133.561897281457,37.9071188515871,26.380269202604723,54.0727784067858
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok2048,2,512,2048,1,0.04595312708988786,53.77531348797493,11141.788000596533,38.084389790827856,26.257477289050257,53.821266615064815
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok4096,1,512,4096,1,0.0465332290623337,107.70764128514566,11002.889984577454,38.028871035772035,26.295810860631263,107.75417451420799
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok4096,2,512,4096,1,0.04651595698669553,107.91137541504577,11006.975523398174,37.95707342479954,26.345550638438908,107.95789137203246
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok8192,1,512,8192,1,0.04766951804049313,215.62350842100568,10740.616247998958,37.992146867423614,26.321229055298545,215.67117793904617
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok8192,2,512,8192,1,0.047631839057430625,216.1409664710518,10749.112571166352,37.90119075412375,26.384395321173315,216.18859831010923
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok16384,1,512,16384,1,0.049784447997808456,439.1257293790113,10284.336185118264,37.310498802175395,26.80210750604317,439.1755138270091
decode_sweep,0.5,densekv,DenseKVCacheBaseline,tok16384,2,512,16384,1,0.0501184759195894,438.12614289694466,10215.793489440064,37.39562284886026,26.741097588924845,438.17626137286425
stage,0.5,flashsvd,FlashSVD-v1.5,ctx4096,1,4096,128,1,0.2815875180531293,1.6453340200241655,14546.099302694147,77.7957535930121,12.854172031438793,1.9269215380772948
stage,0.5,flashsvd,FlashSVD-v1.5,ctx4096,2,4096,128,1,0.28113519214093685,1.6458110518287867,14569.502909997194,77.77320480244035,12.857898842412396,1.9269462439697236
stage,0.5,flashsvd,FlashSVD-v1.5,ctx4096,3,4096,128,1,0.27973902085796,1.6430503691080958,14642.218977665547,77.90388073707247,12.836331008656998,1.9227893899660558
stage,0.5,flashsvd,FlashSVD-v1.5,ctx4096,4,4096,128,1,0.2820863400120288,1.6434543351642787,14520.376987504384,77.88473172709432,12.839486993470928,1.9255406751763076
stage,0.5,flashsvd,FlashSVD-v1.5,ctx4096,5,4096,128,1,0.28118032589554787,1.6458618850447237,14567.164281335854,77.77080274054818,12.858295976911904,1.9270422109402716
stage,0.5,flashsvd,FlashSVD-v1.5,ctx8192,1,8192,128,1,0.5808954460080713,1.8057456300593913,14102.36567749952,70.8848455005205,14.107387734838994,2.3866410760674626
stage,0.5,flashsvd,FlashSVD-v1.5,ctx8192,2,8192,128,1,0.580989871872589,1.799981117947027,14100.07367873102,71.11185707658463,14.06235248396115,2.380970989819616
stage,0.5,flashsvd,FlashSVD-v1.5,ctx8192,3,8192,128,1,2.073494062991813,1.8030088730156422,3950.819125172651,70.99244042316452,14.086006820434704,3.876502936007455
stage,0.5,flashsvd,FlashSVD-v1.5,ctx8192,4,8192,128,1,0.5810159090906382,1.8012971989810467,14099.441808437732,71.05990064960226,14.072634367039427,2.382313108071685
